Date,Country,City,State,Shape,Summary,lat,lon
16-05-28-09-35,USA,Miami,FL,Circle,REDACTED,25.800431,-80.2632189
16-05-28-09-00,USA,Sun City,AZ,Circle,REDACTED,33.6290111,-112.2819336
16-05-28-04-40,USA,Oak Lawn,IL,Light,REDACTED,41.7108662,-87.758108
16-05-28-04-30,USA,Glenview,IL,Light,REDACTED,42.0700662,-87.8114043
16-05-27-23-52,USA,Milliken,CO,Fireball,REDACTED,40.3294268,-104.8552499
16-05-27-23-50,USA,Port Charlotte,FL,Disk,REDACTED,26.9824422,-82.10688401
16-05-27-23-11,USA,Albany,NY,Light,REDACTED,42.6511674,-73.7549679
16-05-27-23-10,USA,St. Petersburg,FL,Circle,REDACTED,27.77330515,-82.6469933
16-05-27-23-05,USA,Eastpointe,MI,Sphere,REDACTED,42.4683698,-82.9554745
16-05-27-23-05,USA,Eastpointe,MI,Unknown,REDACTED,42.4683698,-82.9554745
16-05-27-23-00,USA,Sacramento,CA,Light,REDACTED,38.5815719,-121.4943995
16-05-27-22-16,CANADA,Sagamok Indian Reserve,ON,Light,REDACTED,46.1431973,-82.3066856
16-05-27-22-15,USA,West Springfield,MA,Light,REDACTED,42.1070383,-72.6203674
16-05-27-22-00,USA,Phoenix,AZ,Changing,REDACTED,33.4485866,-112.0773455
16-05-27-21-54,USA,Bellingham,WA,Light,REDACTED,48.754402,-122.4788601
16-05-27-21-00,USA,Gerber,CA,Chevron,REDACTED,40.0562678,-122.1502687
16-05-26-22-15,USA,Franklinton,NC,Fireball,REDACTED,36.101816,-78.4580539
16-05-26-21-30,USA,Tampa,FL,Triangle,REDACTED,27.9518491,-82.4563971
16-05-26-20-00,USA,Modesto,CA,Disk,REDACTED,37.6390972,-120.9968781
16-05-26-14-47,USA,Fayetteville,NC,Oval,REDACTED,35.0529931,-78.8787057
16-05-26-14-45,USA,Colchester,CT,Other,REDACTED,41.021103,-81.5057029
16-05-26-13-00,USA,Sunny View,NC,Sphere,REDACTED,35.3742845,-82.1878899
16-05-26-10-00,USA,San Francisco,CA,Cigar,REDACTED,37.7792808,-122.4192362
16-05-25-23-45,USA,Northfield,OH,Other,REDACTED,41.345055,-81.5284519
16-05-25-22-00,USA,Los Angeles,CA,Unknown,REDACTED,34.0543942,-118.2439408
16-05-25-21-40,USA,Edgewood,WA,Fireball,REDACTED,42.6449174,-91.4007895
16-05-25-21-10,USA,Albuquerque,NM,Circle,REDACTED,35.0841034,-106.650985
16-05-25-21-00,USA,Santa Fe,NM,Disk,REDACTED,35.6869996,-105.9377996
16-05-25-15-00,USA,Boise,ID,Cylinder,REDACTED,43.61656,-116.2008349
16-05-25-13-20,USA,Moriarty,NM,Cylinder,REDACTED,34.9900503,-106.0491892
16-05-25-09-00,USA,Brighton,CO,Circle,REDACTED,39.9852617,-104.8205282
16-05-25-04-15,USA,Barstow,CA,Flash,REDACTED,34.896069,-117.0174409
16-05-24-23-15,USA,Wyoming,MN,Unknown,REDACTED,45.3363551,-92.997163
16-05-24-22-00,USA,Greenville,WI,Flash,REDACTED,44.2802392,-88.55696906
16-05-24-22-00,USA,Warsaw,MO,Other,REDACTED,38.2430811,-93.381871
16-05-24-21-15,USA,Camdenton,MO,Chevron,REDACTED,38.0080902,-92.7446288
16-05-24-21-00,USA,Emerald Isle,NC,Circle,REDACTED,34.6779399,-76.9507761
16-05-24-21-00,USA,Morehead,KY,Light,REDACTED,38.1839705,-83.432684
16-05-24-18-20,USA,Geneva,OH,Cigar,REDACTED,41.805054,-80.9481489
16-05-24-17-30,USA,Pe Ell,WA,Oval,REDACTED,46.571414,-123.2968441
16-05-24-06-30,USA,Carlsbad,CA,Cigar,REDACTED,33.1580933,-117.3505938
16-05-24-03-48,USA,Orlando,FL,Fireball,REDACTED,28.5479786,-81.41278409
16-05-24-02-04,USA,Kalama,WA,Formation,REDACTED,46.0085225,-122.8424708
16-05-23-23-30,CANADA,Elliot Lake,ON,Unknown,REDACTED,46.373464,-82.6528929
16-05-23-23-05,USA,Grand Rapids,MI,Other,REDACTED,42.9632405,-85.6678638
16-05-23-23-00,USA,Mishawaka,IN,Circle,REDACTED,41.6619927,-86.1586155
16-05-23-23-00,USA,Sylvan Beach,NY,Disk,REDACTED,43.196667,-75.7304759
16-05-23-21-50,USA,St. Petersburg,FL,Fireball,REDACTED,27.77330515,-82.6469933
16-05-23-21-30,USA,Camdenton,MO,Light,REDACTED,38.0080902,-92.7446288
16-05-23-20-00,USA,Rapid City,SD,Circle,REDACTED,44.0811755,-103.2280059
16-05-23-19-00,USA,Eads,TN,Circle,REDACTED,35.2045325,-89.649247
16-05-22-23-43,USA,Ogden,UT,Formation,REDACTED,41.2230048,-111.9738428
16-05-22-23-05,USA,Gilbert,AZ,Sphere,REDACTED,33.294207,-111.7379465
16-05-22-23-00,USA,Greeley,CO,Triangle,REDACTED,38.4570355,-101.8185006
16-05-22-22-30,USA,Bozeman,MT,Flash,REDACTED,45.6799842,-111.0446747
16-05-22-22-00,USA,Mineral Point,WI,Other,REDACTED,42.86157,-90.1842261
16-05-22-22-00,USA,Myrtle Beach,SC,Triangle,REDACTED,33.6956461,-78.8900408
16-05-22-21-50,USA,Alma,AR,Light,REDACTED,35.4778653,-94.2218751
16-05-22-21-30,USA,Rosholt,WI,Unknown,REDACTED,44.6277509,-89.3087255
16-05-22-21-30,USA,Pataskala,OH,Fireball,REDACTED,39.9956193,-82.674334
16-05-22-20-45,USA,Evansville,IN,Triangle,REDACTED,37.9747645,-87.5558482
16-05-22-19-00,USA,Grand Coulee,WA,Triangle,REDACTED,47.9415408,-119.0033547
16-05-22-14-23,USA,Fort Collins,CO,Oval,REDACTED,40.5508527,-105.0668084
16-05-22-05-53,USA,Jacksonville Beach,FL,Light,REDACTED,30.2946859,-81.3931395
16-05-21-23-15,USA,Downingtown,PA,Triangle,REDACTED,40.0064958,-75.7032741
16-05-21-22-16,USA,Kenosha,WI,Circle,REDACTED,42.5846773,-87.8212262
16-05-21-22-05,USA,Black River Falls,WI,Light,REDACTED,44.2952152,-90.8484136
16-05-21-21-50,USA,Maple Grove,MN,Light,REDACTED,45.0759797,-93.4561051
16-05-21-21-45,USA,San Diego,CA,Formation,REDACTED,32.7174209,-117.1627713
16-05-21-21-15,USA,Ft. Lauderdale,FL,Unknown,REDACTED,26.1254381,-80.1381514
16-05-21-21-15,USA,Pueblo,CO,Triangle,REDACTED,38.187635,-104.5350144
16-05-21-21-00,USA,Orland Park,IL,Changing,REDACTED,41.6303103,-87.8539424
16-05-21-20-58,USA,Dorothy,NJ,Circle,REDACTED,39.4006712,-74.8237779
16-05-21-20-50,USA,Murfreesboro,TN,Circle,REDACTED,35.9155165,-86.44469333
16-05-21-20-45,USA,Concord,NC,Triangle,REDACTED,35.4093772,-80.5797415
16-05-21-20-30,USA,Tampa,FL,Other,REDACTED,27.9518491,-82.4563971
16-05-21-19-15,USA,Myrtle Beach,SC,Egg,REDACTED,33.6956461,-78.8900408
16-05-21-18-15,USA,Claremont,CA,Sphere,REDACTED,34.0966764,-117.7197784
16-05-21-12-50,USA,New York,NY,Circle,REDACTED,40.7305991,-73.9865811
16-05-21-10-13,USA,Fernley,NV,Disk,REDACTED,39.5483805,-119.2144685
16-05-21-06-20,USA,Monroe County,WI,Disk,REDACTED,43.9416755,-90.6397263
16-05-21-03-00,USA,Big Spring,TX,Light,REDACTED,32.250398,-101.4787355
16-05-21-00-00,USA,Huntington,WV,Changing,REDACTED,38.4192496,-82.4451539
16-05-20-23-30,USA,New Berlin,WI,Circle,REDACTED,42.976453,-88.109039
16-05-20-23-05,USA,Brooklyn,NY,Sphere,REDACTED,40.64530975,-73.95502293
16-05-20-22-30,USA,New York City,NY,Circle,REDACTED,40.7305991,-73.9865811
16-05-20-22-20,USA,Oklahoma City,OK,Light,REDACTED,35.4729886,-97.5170535
16-05-20-22-10,USA,Seattle,WA,Formation,REDACTED,47.6038321,-122.3300623
16-05-20-22-00,USA,Seattle,WA,Formation,REDACTED,47.6038321,-122.3300623
16-05-20-21-21,USA,Mentor,OH,Fireball,REDACTED,41.6661573,-81.3395519
16-05-20-21-00,USA,Hobart,IN,Light,REDACTED,41.5322592,-87.2550352
16-05-20-13-00,USA,Pittsburgh,PA,Circle,REDACTED,40.4416941,-79.990086
16-05-20-00-05,USA,McMinnville,OR,Disk,REDACTED,45.2109843,-123.197585
16-05-19-23-00,USA,Coeur d'Alene,ID,Circle,REDACTED,47.6776832,-116.7804663
16-05-19-21-50,USA,Knoxville,TN,Circle,REDACTED,35.9603948,-83.921026
16-05-19-21-11,USA,Tucson,AZ,Light,REDACTED,32.2217422,-110.9264758
16-05-19-21-00,USA,Denver,CO,Light,REDACTED,39.7348381,-104.965327
16-05-19-20-45,USA,Salisbury,MD,Light,REDACTED,38.3662114,-75.600888
16-05-19-20-30,USA,Bellevue,TN,Light,REDACTED,35.0889797,-89.9648117
16-05-19-14-04,USA,New York City,NY,Triangle,REDACTED,40.7305991,-73.9865811
16-05-19-13-13,USA,Shrewsbury,MA,Unknown,REDACTED,42.29709,-71.7139337
16-05-19-10-30,USA,Skokie,IL,Circle,REDACTED,42.0333694,-87.7333971
16-05-19-03-00,USA,Dos Palos,CA,Light,REDACTED,36.9860582,-120.6265721
16-05-19-02-30,USA,Morgantown,PA,Other,REDACTED,40.155097,-75.8899352
16-05-19-02-30,USA,Sandown,NH,Sphere,REDACTED,42.928698,-71.1870052
16-05-19-01-30,USA,Las Cruces,NM,Unknown,REDACTED,32.3140354,-106.7798077
16-05-18-22-18,USA,Ronkonkoma,NY,Formation,REDACTED,40.8153761,-73.1123329
16-05-18-22-18,USA,Ronkonkoma,NY,Formation,REDACTED,40.8153761,-73.1123329
16-05-18-22-00,USA,Kittery,ME,Other,REDACTED,43.088448,-70.7368469
16-05-18-21-45,USA,Pollock Pines,CA,Oval,REDACTED,38.7497125,-120.5776644
16-05-18-21-37,USA,Baldwinsville,NY,Light,REDACTED,43.158679,-76.3327099
16-05-18-14-45,USA,Nantucket,MA,Triangle,REDACTED,41.2657181,-70.0683143
16-05-18-04-30,USA,Houston,TX,Oval,REDACTED,29.675779,-95.40215851
16-05-18-00-30,USA,San Jose,CA,Diamond,REDACTED,37.3361905,-121.8905832
16-05-17-00-00,USA,Kingsville,TX,Light,REDACTED,27.5158689,-97.8561089
16-05-17-23-00,USA,Otto,NC,Light,REDACTED,35.0600921,-83.3876546
16-05-17-21-10,USA,Syracuse,NY,Formation,REDACTED,43.0481221,-76.1474243
16-05-17-04-00,USA,Canton,MI,Fireball,REDACTED,42.308081,-83.48686761
16-05-17-01-35,USA,Hazel Green,KY,Triangle,REDACTED,37.797587,-83.4165714
16-05-17-01-00,USA,Leicester,MA,Fireball,REDACTED,42.245926,-71.9086842
16-05-17-00-51,USA,Carrabassett Valley,ME,Light,REDACTED,45.08055015,-70.27344994
16-05-17-00-50,USA,Massena,NY,Fireball,REDACTED,44.928106,-74.8920819
16-05-17-00-13,USA,Galloway,NE,Circle,REDACTED,37.1368722,-93.2380053
16-05-16-23-30,USA,Laveen,AZ,Disk,REDACTED,33.3618814,-112.153386
16-05-16-21-00,USA,Casselberry,FL,Light,REDACTED,28.654276,-81.32379065
16-05-16-15-34,USA,Noblesville,IN,Unknown,REDACTED,40.0455918,-86.0085954
16-05-16-04-30,USA,Reynoldsville,PA,Sphere,REDACTED,41.0970071,-78.8886435
16-05-16-00-45,USA,Riverhead,NY,Fireball,REDACTED,40.9170435,-72.6620401
16-05-16-00-00,USA,Tallahassee,FL,Changing,REDACTED,30.4380832,-84.2809331
16-05-15-22-53,USA,Portland,OR,Oval,REDACTED,45.5202471,-122.6741948
16-05-15-22-30,USA,Robins,IA,Unknown,REDACTED,42.0711084,-91.6668443
16-05-15-21-30,USA,Carlinville,IL,Light,REDACTED,39.2797699,-89.8817661
16-05-15-21-30,USA,Summerville,SC,Unknown,REDACTED,33.0206179,-80.1747536
16-05-15-21-15,USA,Garden City,SC,Sphere,REDACTED,33.5863905,-79.0120627
16-05-15-21-00,USA,Willard,NY,Unknown,REDACTED,42.6822923,-76.8685693
16-05-15-21-00,USA,Racine,WI,Triangle,REDACTED,42.7260523,-87.7825241
16-05-15-21-00,USA,Salt Lake City,UT,Formation,REDACTED,40.7670126,-111.8904307
16-05-15-21-00,USA,Manteca,CA,Changing,REDACTED,37.798618,-121.2117149
16-05-15-12-46,USA,LaGrange,GA,Cigar,REDACTED,33.039291,-85.0313268
16-05-15-10-45,USA,Decatur,AL,Cylinder,REDACTED,40.851799,-78.2710189
16-05-15-08-45,USA,Haltom City,TX,Unknown,REDACTED,32.7995738,-97.2691816
16-05-15-02-00,USA,Lake Worth,FL,Other,REDACTED,26.62121345,-80.06267318
16-05-15-00-01,USA,Lucedale,MS,Triangle,REDACTED,30.9151871,-88.5986349
16-05-14-23-49,USA,Fayetteville,NC,Formation,REDACTED,35.0529931,-78.8787057
16-05-14-23-30,USA,Salt Lake City,UT,Triangle,REDACTED,40.7670126,-111.8904307
16-05-14-22-45,USA,Schaumburg,IL,Circle,REDACTED,42.0333608,-88.0834059
16-05-14-22-35,USA,Lafayette,NJ,Circle,REDACTED,41.0984301,-74.6884964
16-05-14-22-20,USA,Indianapolis,IN,Unknown,REDACTED,39.7683331,-86.1583501
16-05-14-22-00,USA,Baldwin park,CA,Flash,REDACTED,34.0854739,-117.961176
16-05-14-21-55,USA,St. Augustine Beach,FL,Fireball,REDACTED,29.8508613,-81.2716633
16-05-14-21-15,USA,Garden City,UT,Teardrop,REDACTED,41.946878,-111.3935396
16-05-14-20-45,USA,Raleigh,NC,Light,REDACTED,35.7803977,-78.6390988
16-05-14-20-10,USA,Maricopa,AZ,Fireball,REDACTED,33.34883,-112.4912299
16-05-14-18-45,USA,Charlotte,NC,Circle,REDACTED,35.2270869,-80.8431267
16-05-14-17-50,USA,Albuquerque,NM,Unknown,REDACTED,35.0841034,-106.650985
16-05-14-03-00,USA,Ashburn,VA,Circle,REDACTED,39.0437192,-77.4874898
16-05-14-02-15,USA,Tulsa,OK,Triangle,REDACTED,36.1556805,-95.9929112
16-05-14-01-00,USA,Columbus,NC,Other,REDACTED,34.2814497,-78.6665929
16-05-14-00-00,USA,Portland,OR,Flash,REDACTED,45.5202471,-122.6741948
16-05-13-23-20,USA,Grand Junction,CO,Sphere,REDACTED,39.063956,-108.5507316
16-05-13-22-30,USA,Clive,UT,Light,REDACTED,40.7093663,-113.116896
16-05-13-22-19,USA,Louisville,KY,Other,REDACTED,38.2542376,-85.7594069
16-05-13-22-00,USA,Thomasville,GA,Flash,REDACTED,30.8365815,-83.9787807
16-05-13-21-50,USA,Puyallup,WA,Circle,REDACTED,47.1849009,-122.2921405
16-05-13-21-30,USA,Cedar Park,TX,Other,REDACTED,30.5217116,-97.8278329
16-05-13-21-30,USA,Lexington,NC,Fireball,REDACTED,35.8240265,-80.2533837
16-05-13-21-30,USA,Jacksonville,FL,Triangle,REDACTED,30.3321838,-81.6556509
16-05-13-21-20,USA,Duck Key,FL,Circle,REDACTED,24.778716,-80.91390174
16-05-13-13-00,CANADA,Pickering,ON,Unknown,REDACTED,43.8356637,-79.0905385
16-05-13-10-03,USA,Bellingham,WA,Fireball,REDACTED,48.754402,-122.4788601
16-05-13-04-40,USA,Bow,NH,Triangle,REDACTED,43.133061,-71.5491489
16-05-13-03-00,USA,Fairbanks,AK,Sphere,REDACTED,64.837845,-147.7166749
16-12-05-22-55,USA,Sarasota,FL,Unknown,REDACTED,27.3364347,-82.5306526
16-12-05-22-40,USA,Stateline,NV,Triangle,REDACTED,38.9630669,-119.9399462
16-12-05-22-00,USA,Gresham,OR,Fireball,REDACTED,45.5067406,-122.4367057
16-12-05-21-20,USA,Elsmere,DE,Triangle,REDACTED,39.7380793,-75.5959196
16-12-05-20-40,USA,Torrance,CA,Sphere,REDACTED,33.8358492,-118.3406287
16-12-05-00-00,USA,Everett,WA,Triangle,REDACTED,47.9673056,-122.2013997
16-11-05-22-00,USA,Grayland,WA,Light,REDACTED,46.8100926,-124.0932272
16-11-05-21-30,USA,Uptown Minneapolis,MN,Light,REDACTED,44.9519174,-93.3070993
16-11-05-21-20,USA,Raynham,MA,Light,REDACTED,41.9487118,-71.0731007
16-11-05-21-05,CANADA,Gatineau,QC,Light,REDACTED,45.4563052,-75.7228827
16-11-05-21-00,USA,soledad,CA,Light,REDACTED,36.4269452,-121.3272146
16-11-05-19-40,USA,Tucson,AZ,Light,REDACTED,32.2217422,-110.9264758
16-11-05-15-00,USA,Gulf of Mexico,FL,Cigar,REDACTED,24.3624102,-93.9626457
16-11-05-07-00,USA,Lee's Summit,MO,Light,REDACTED,38.9108408,-94.3821723
16-11-05-05-14,USA,Medford,OR,Triangle,REDACTED,42.3264181,-122.8718604
16-11-05-05-10,CANADA,Bobcaygeon,ON,Circle,REDACTED,44.537924,-78.5465379
16-11-05-04-00,USA,Payson,AZ,Formation,REDACTED,34.2308684,-111.3251354
16-11-05-04-00,USA,Bellevue,TN,Circle,REDACTED,35.0889797,-89.9648117
16-11-05-00-00,USA,Lawrence,KS,Changing,REDACTED,38.9719384,-95.2359495
16-10-05-22-00,USA,Prescott,AZ,Circle,REDACTED,34.5402813,-112.4695072
16-10-05-21-24,USA,Willows,CA,Light,REDACTED,39.5233276,-122.1935309
16-10-05-21-00,USA,Santa Fe,NM,Light,REDACTED,35.6869996,-105.9377996
16-10-05-20-30,USA,Belmont,MA,Sphere,REDACTED,42.3959296,-71.1786654
16-10-05-17-00,USA,Johnson City,NY,Triangle,REDACTED,42.1156308,-75.9588091
16-10-05-12-00,USA,Kingman,KS,Triangle,REDACTED,37.5420937,-98.1221719
16-10-05-11-30,USA,West Palm Beach,FL,Cigar,REDACTED,26.7153425,-80.0533745
16-10-05-01-00,USA,West Palm Beach,FL,Unknown,REDACTED,26.7153425,-80.0533745
16-09-05-23-30,USA,Linden,NJ,Disk,REDACTED,40.6220478,-74.2445901
16-09-05-23-15,USA,Commerce,MI,Fireball,REDACTED,42.5911431,-83.490772
16-09-05-22-40,USA,Greeley,CO,Triangle,REDACTED,38.4570355,-101.8185006
16-09-05-22-11,USA,Greeley,CO,Triangle,REDACTED,38.4570355,-101.8185006
16-09-05-22-10,USA,Maxton,NC,Triangle,REDACTED,34.7351615,-79.3489316
16-09-05-21-32,USA,Palm Beach Lakes,FL,Sphere,REDACTED,26.7253421,-80.0705972
16-09-05-20-00,USA,Douglasville,GA,Light,REDACTED,33.7514966,-84.7477135
16-09-05-19-25,USA,Slidell,LA,Unknown,REDACTED,30.2751945,-89.7811744
16-09-05-18-49,USA,Torrance,CA,Other,REDACTED,33.8358492,-118.3406287
16-09-05-11-50,USA,Winter Springs,FL,Fireball,REDACTED,28.693322,-81.28850946
16-09-05-04-17,USA,Montreal,MO,Unknown,REDACTED,37.9689254,-92.5921246
16-09-05-00-00,USA,Linden,NJ,Unknown,REDACTED,40.6220478,-74.2445901
16-08-05-23-50,USA,Hillsborough,NJ,Rectangle,REDACTED,40.4978545,-74.756931
16-08-05-23-35,USA,Palm Beach Gardens,FL,Other,REDACTED,26.84176195,-80.13530871
16-08-05-22-45,USA,Goose Creek,SC,Unknown,REDACTED,32.9961038,-80.0387291
16-08-05-21-42,USA,Lewisburg,PA,Rectangle,REDACTED,40.9645293,-76.88441
16-08-05-21-40,USA,Lawrenceville,GA,Light,REDACTED,33.9562149,-83.9879624
16-08-05-21-00,USA,Midlothian,VA,Light,REDACTED,37.5062673,-77.6492679
16-08-05-21-00,USA,Kenner,LA,Unknown,REDACTED,29.9942265,-90.2417805
16-08-05-19-25,USA,Norwood,NC,Sphere,REDACTED,35.2195898,-80.1189476
16-08-05-01-00,USA,New Orleans,LA,Light,REDACTED,29.9499323,-90.0701155
16-07-05-23-00,USA,Wichita,KS,Unknown,REDACTED,37.6922361,-97.3375447
16-07-05-22-40,USA,Arvada,CO,Fireball,REDACTED,39.8211225,-105.2207429
16-07-05-22-30,USA,Long Beach,CA,Fireball,REDACTED,33.78538945,-118.1580492
16-07-05-22-30,USA,Marion,IL,Light,REDACTED,37.7306054,-88.9331255
16-07-05-22-00,USA,Vancouver,WA,Changing,REDACTED,45.6306954,-122.6744556
16-07-05-21-00,USA,Urbana,MD,Light,REDACTED,39.3262083,-77.3515367
16-07-05-21-00,USA,Philadelphia,MS,Fireball,REDACTED,32.7703841,-89.1153487
16-07-05-20-30,USA,Waupun,WI,Light,REDACTED,43.633216,-88.7296351
16-07-05-19-00,CANADA,Sherbrooke,QC,Circle,REDACTED,45.4029964,-71.8876809
16-07-05-18-00,USA,McQuady,KY,Sphere,REDACTED,37.70839,-86.5188692
16-07-05-14-00,USA,Shreveport,LA,Changing,REDACTED,32.5221828,-93.7651943
16-07-05-10-00,USA,Portland,OR,Oval,REDACTED,45.5202471,-122.6741948
16-07-05-05-47,USA,Clearwater,FL,Unknown,REDACTED,27.9658533,-82.8001025
16-07-05-05-00,USA,Shreveport,LA,Rectangle,REDACTED,32.5221828,-93.7651943
16-07-05-03-20,USA,Telluride,CO,Unknown,REDACTED,37.9374939,-107.8122851
16-07-05-01-30,USA,Oviedo,FL,Formation,REDACTED,28.6593925,-81.20469036
16-06-05-23-30,USA,Buffalo Grove,IL,Circle,REDACTED,42.1675825,-87.95564011
16-06-05-22-26,USA,Coeur d'Alene,ID,Light,REDACTED,47.6776832,-116.7804663
16-06-05-22-26,USA,Coeur d'Alene,ID,Light,REDACTED,47.6776832,-116.7804663
16-06-05-22-10,USA,Cocoa,FL,Circle,REDACTED,28.3821505,-80.775798
16-06-05-21-00,USA,Round Lake,IL,Circle,REDACTED,42.353355,-88.0934144
16-06-05-21-00,USA,Janesville,WI,Circle,REDACTED,42.7151854,-88.9907742
16-06-05-14-32,USA,Socorro,NM,Oval,REDACTED,34.0572791,-106.8930517
16-06-05-14-00,USA,Plano,TX,Sphere,REDACTED,33.0136764,-96.6925095
16-06-05-11-23,USA,Memphis,TN,Disk,REDACTED,35.1490215,-90.0516284
16-06-05-05-45,USA,Miami,FL,Circle,REDACTED,25.800431,-80.2632189
16-06-05-01-38,USA,Orlando,FL,Oval,REDACTED,28.5479786,-81.41278409
16-06-05-01-30,USA,Tamarac,FL,Circle,REDACTED,26.2052115,-80.27105556
16-06-05-01-30,USA,Apopka,FL,Oval,REDACTED,28.7414145,-81.5344293
16-06-05-01-00,USA,Sebring,FL,Changing,REDACTED,27.4957453,-81.4410424
16-06-05-00-00,USA,Hertford,NC,Triangle,REDACTED,36.3560545,-77.0115134
16-05-05-00-00,USA,Shelbyville,IL,Cigar,REDACTED,38.2120144,-85.2235665
16-05-05-22-30,USA,Westminster,CO,Circle,REDACTED,39.856637,-105.0354826
16-05-05-22-20,USA,McComb,MS,Light,REDACTED,31.2437872,-90.4531535
16-05-05-21-30,USA,Davenport,FL,Fireball,REDACTED,28.1614046,-81.6017416
16-05-05-21-00,USA,Palm Bay,FL,Oval,REDACTED,28.0331886,-80.6429694
16-05-05-20-45,USA,Ocala,FL,Fireball,REDACTED,29.1924213,-82.1352046
16-05-05-15-46,USA,Smyrna,TN,Rectangle,REDACTED,35.9828413,-86.5186044
16-05-05-14-00,USA,Woodbury,MN,Rectangle,REDACTED,44.92317,-92.9588281
16-05-05-13-00,USA,Rogersville,TN,Circle,REDACTED,36.407317,-83.0054422
16-05-05-03-00,CANADA,Wetaskiwin,AB,Disk,REDACTED,52.968492,-113.3679199
16-05-05-02-30,USA,Big Lake,MN,Light,REDACTED,45.3324647,-93.7460803
16-05-05-01-45,USA,Batavia,IA,Circle,REDACTED,40.9941846,-92.1674007
16-05-05-01-00,USA,Orlando,FL,Fireball,REDACTED,28.5479786,-81.41278409
16-04-05-22-00,USA,Panama City Beach,FL,Circle,REDACTED,30.1765914,-85.8054878
16-04-05-21-35,USA,Saint Paul,MN,Other,REDACTED,44.9504037,-93.1015025
16-04-05-21-30,USA,Clovis,CA,Light,REDACTED,36.8252277,-119.7029193
16-04-05-21-16,USA,Woodbridge,VA,Circle,REDACTED,38.658172,-77.2497049
16-04-05-21-05,USA,Willits,CA,Disk,REDACTED,39.4096043,-123.3555601
16-04-05-21-00,USA,Tucson,AZ,Light,REDACTED,32.2217422,-110.9264758
16-04-05-21-00,USA,Las Vegas,NV,Other,REDACTED,36.1662859,-115.1492249
16-04-05-17-00,USA,Manhattan Beach,CA,Disk,REDACTED,33.895497,-118.4003449
16-04-05-05-30,USA,Mesa,AZ,Fireball,REDACTED,33.436188,-111.5860661
16-04-05-04-00,USA,Crested Butte,CO,Disk,REDACTED,38.8697146,-106.9878231
16-04-05-00-40,USA,Santa Fe,NM,Formation,REDACTED,35.6869996,-105.9377996
16-03-05-23-45,USA,Owensboro,KY,Fireball,REDACTED,37.7742152,-87.1133303
16-03-05-22-30,USA,Scanlon,MN,Unknown,REDACTED,46.7066099,-92.428246
16-03-05-21-30,USA,Mantua,OH,Triangle,REDACTED,41.283944,-81.2239909
16-03-05-21-15,USA,Mize,MS,Other,REDACTED,31.8684927,-89.5559023
16-03-05-21-14,USA,Evans,CO,Triangle,REDACTED,32.1613648,-81.8980724
16-03-05-21-06,USA,Stockbridge,GA,Circle,REDACTED,33.5442781,-84.2338092
16-03-05-20-39,USA,Philadelphia,PA,Circle,REDACTED,39.9523993,-75.1635898
16-03-05-17-23,USA,Stone Mountain,GA,Cigar,REDACTED,33.8062166,-84.1457504
16-03-05-16-30,USA,Tooele,UT,Cigar,REDACTED,40.5307776,-112.2982799
16-03-05-12-00,USA,Phoenix,AZ,Disk,REDACTED,33.4485866,-112.0773455
16-03-05-00-15,USA,Nashua,NH,Triangle,REDACTED,42.7653662,-71.4675659
16-02-05-23-40,USA,Calabash,NC,Flash,REDACTED,33.8907278,-78.5683445
16-02-05-22-15,USA,Springdale,AR,Triangle,REDACTED,36.1867442,-94.1288141
16-02-05-21-20,USA,Colorado Springs,CO,Unknown,REDACTED,38.8339578,-104.8253484
16-02-05-08-20,CANADA,Walnut Grove,BC,Disk,REDACTED,49.1690609,-122.6480819
16-02-05-00-00,USA,Summerfield,NC,Flash,REDACTED,35.9082122,-77.5694168
16-01-05-23-40,USA,Greeley,CO,Triangle,REDACTED,38.4570355,-101.8185006
16-01-05-22-30,USA,Jacksonville,FL,Oval,REDACTED,30.3321838,-81.6556509
16-01-05-21-45,USA,Ponte Vedra Beach,FL,Cylinder,REDACTED,30.2396865,-81.3856383
16-01-05-21-30,USA,Chandler,AZ,Oval,REDACTED,33.3067132,-111.8408488
16-01-05-21-00,USA,Arvada,CO,Oval,REDACTED,39.8211225,-105.2207429
16-01-05-20-30,USA,New York Mills,MN,Formation,REDACTED,46.51960035,-95.3739555
16-01-05-02-01,USA,Montreal,MO,Unknown,REDACTED,37.9689254,-92.5921246
16-01-05-01-00,USA,Ponce Inlet,FL,Unknown,REDACTED,29.0963729,-80.9369982
16-01-05-01-00,CANADA,Camrose,AB,Triangle,REDACTED,53.0120768,-112.8387295
16-01-05-01-00,USA,Independence,MO,Oval,REDACTED,39.0911161,-94.4155067
16-01-05-00-15,CANADA,Gimli,MB,Chevron,REDACTED,50.6323125,-96.9881075
16-04-30-23-50,USA,Easton,PA,Triangle,REDACTED,40.6916081,-75.2099865
16-04-30-22-30,USA,Westport,WI,Fireball,REDACTED,43.2052594,-90.6410844
16-04-30-22-30,USA,El Paso,TX,Fireball,REDACTED,31.8111305,-106.5013493
16-04-30-22-00,USA,Philadelphia,PA,Light,REDACTED,39.9523993,-75.1635898
16-04-30-21-30,USA,Philadelphia,PA,Fireball,REDACTED,39.9523993,-75.1635898
16-04-30-21-10,USA,Newport Beach,CA,Fireball,REDACTED,33.6170092,-117.92944
16-04-30-21-00,USA,Stamford,CT,Formation,REDACTED,32.373972,-86.1613859
